ID,Category,Sub Category,State Standard
4.NF.2,Number And OperationsÑFractions3,Extend Understanding Of Fraction Equivalence And Ordering.,"Compare two fractions with different numerators and different denominators, e.g., by creating common denominators or numerators, or by comparing to a benchmark fraction such as 1/2. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with symbols >, =, or <, and justify the conclusions, e.g., by using a visual fraction model."
4.NF.3,Number And OperationsÑFractions3,Build Fractions From Unit Fractions By Applying And Extending Previous Understandings Of Operations On Whole Numbers.,Understand a fraction a/b with a > 1 as a sum of fractions 1/b. a.
4.NF.3.a,Number And OperationsÑFractions3,Build Fractions From Unit Fractions By Applying And Extending Previous Understandings Of Operations On Whole Numbers.,Understand addition and subtraction of fractions as joining and separating parts referring to the same whole.
4.NF.3.b,Number And OperationsÑFractions3,Build Fractions From Unit Fractions By Applying And Extending Previous Understandings Of Operations On Whole Numbers.,"Decompose a fraction into a sum of fractions with the same denominator in more than one way, recording each decomposition by an equation. Justify decompositions, e.g., by using a visual fraction model. Examples: 3/8 = 1/8 + 1/8 + 1/8 ; 3/8 = 1/8 + 2/8 ; 2 1/8 = 1 + 1 + 1/8 = 8/8 + 8/8 + 1/8."
4.NF.3.c,Number And OperationsÑFractions3,Build Fractions From Unit Fractions By Applying And Extending Previous Understandings Of Operations On Whole Numbers.,"Add and subtract mixed numbers with like denominators, e.g., by replacing each mixed number with an equivalent fraction, and/or by using properties of operations and the relationship between addition and subtraction."
4.NF.3.d,Number And OperationsÑFractions3,Build Fractions From Unit Fractions By Applying And Extending Previous Understandings Of Operations On Whole Numbers.,"Solve word problems involving addition and subtraction of fractions referring to the same whole and having like denominators, e.g., by using visual fraction models and equations to represent the problem."
4.NF.4,Number And OperationsÑFractions3,Build Fractions From Unit Fractions By Applying And Extending Previous Understandings Of Operations On Whole Numbers.,Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.
4.NF.4.a,Number And OperationsÑFractions3,Build Fractions From Unit Fractions By Applying And Extending Previous Understandings Of Operations On Whole Numbers.,"Understand a fraction a/b as a multiple of 1/b. For example, use a visual fraction model to represent 5/4 as the product 5 _ (1/4), recording the conclusion by the equation 5/4 = 5 _ (1/4)."
4.NF.4.b,Number And OperationsÑFractions3,Build Fractions From Unit Fractions By Applying And Extending Previous Understandings Of Operations On Whole Numbers.,"Understand a multiple of a/b as a multiple of 1/b, and use this understanding to multiply a fraction by a whole number. For example, use a visual fraction model to express 3 _ (2/5) as 6 _ (1/5), recognizing this product as 6/5. (In general, n _ (a/b) = (n _ a)/b.)"
4.NF.4.c,Number And OperationsÑFractions3,Build Fractions From Unit Fractions By Applying And Extending Previous Understandings Of Operations On Whole Numbers.,"Solve word problems involving multiplication of a fraction by a whole number, e.g., by using visual fraction models and equations to represent the problem. For example, if each person at a party will eat 3/8 of a pound of roast beef, and there will be 5 people at the party, how many pounds of roast beef will be needed? Between what two whole numbers does your answer lie?"
4.NF.5,Number And OperationsÑFractions3,"Understand Decimal Notation For Fractions, And Compare Decimal Fractions.","Express a fraction with denominator 10 as an equivalent fraction with denominator 100, and use this technique to add two fractions with respective denominators 10 and 100.4 For example, express 3/10 as 30/100, and add 3/10 + 4/100 = 34/100."
4.NF.6,Number And OperationsÑFractions3,"Understand Decimal Notation For Fractions, And Compare Decimal Fractions.","Use decimal notation for fractions with denominators 10 or 100. For example, rewrite 0.62 as 62/100; describe a length as 0.62 meters; locate 0.62 on a number line diagram."
4.NF.7,Number And OperationsÑFractions3,"Understand Decimal Notation For Fractions, And Compare Decimal Fractions.","Compare two decimals to hundredths by reasoning about their size. Recognize that comparisons are valid only when the two decimals refer to the same whole. Record the results of comparisons with the symbols >, =, or <, and justify the conclusions, e.g., by using a visual model."
4.MD.1,Measurement And Data,Solve Problems Involving Measurement And Conversion Of Measurements From A Larger Unit To A Smaller Unit.,"Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two- column table. For example, know that 1 ft is 12 times as long as 1 in. Express the length of a 4 ft snake as 48 in. Generate a conversion table for feet and inches listing the number pairs (1, 12), (2, 24), (3, 36), ..."
4.MD.2,Measurement And Data,Solve Problems Involving Measurement And Conversion Of Measurements From A Larger Unit To A Smaller Unit.,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale."
4.MD.3,Measurement And Data,Solve Problems Involving Measurement And Conversion Of Measurements From A Larger Unit To A Smaller Unit.,"Apply the area and perimeter formulas for rectangles in real world and mathematical problems. For example, find the width of a rectangular room given the area of the flooring and the length, by viewing the area formula as a multiplication equation with an unknown factor."
4.MD.4,Measurement And Data,Represent And Interpret Data.,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Solve problems involving addition and subtraction of fractions by using information presented in line plots. For example, from a line plot find and interpret the difference in length between the longest and shortest specimens in an insect collection."
4.MD.5,Measurement And Data,Geometric Measurement: Understand Concepts Of Angle And Measure Angles.,"Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement:"
4.MD.5.a,Measurement And Data,Geometric Measurement: Understand Concepts Of Angle And Measure Angles.,"An angle is measured with reference to a circle with its center at the common endpoint of the rays, by considering the fraction of the circular arc between the points where the two rays intersect the circle. An angle that turns through 1/360 of a circle is called a Òone-degree angle,Ó and can be used to measure angles."
4.MD.5.b,Measurement And Data,Geometric Measurement: Understand Concepts Of Angle And Measure Angles.,An angle that turns through n one-degree angles is said to have an angle measure of n degrees.
4.MD.6,Measurement And Data,Geometric Measurement: Understand Concepts Of Angle And Measure Angles.,Measure angles in whole-number degrees using a protractor. Sketch angles of specified measure.
4.MD.7,Measurement And Data,Geometric Measurement: Understand Concepts Of Angle And Measure Angles.,"Recognize angle measure as additive. When an angle is decomposed into non-overlapping parts, the angle measure of the whole is the sum of the angle measures of the parts. Solve addition and subtraction problems to find unknown angles on a diagram in real world and mathematical problems, e.g., by using an equation with a symbol for the unknown angle measure."
4.G.1,Geometry,"Draw And Identify Lines And Angles, And Classify Shapes By Properties Of Their Lines And Angles.","Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines. Identify these in two-dimensional figures."
4.G.2,Geometry,"Draw And Identify Lines And Angles, And Classify Shapes By Properties Of Their Lines And Angles.","Classify two-dimensional figures based on the presence or absence of parallel or perpendicular lines, or the presence or absence of angles of a specified size. Recognize right triangles as a category, and identify right triangles."
4.G.3,Geometry,"Draw And Identify Lines And Angles, And Classify Shapes By Properties Of Their Lines And Angles.",Recognize a line of symmetry for a two-dimensional figure as a line across the figure such that the figure can be folded along the line into matching parts. Identify line-symmetric figures and draw lines of symmetry.
5.OA.1,Operations And Algebraic Thinking,Write And Interpret Numerical Expressions.,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols."
5.OA.2,Operations And Algebraic Thinking,Write And Interpret Numerical Expressions.,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them. For example, express the calculation Òadd 8 and 7, then multiply by 2Ó as 2 _ (8 + 7). Recognize that 3 _ (18932 + 921) is three times as large as 18932 + 921, without having to calculate the indicated sum or product."
5.OA.3,Operations And Algebraic Thinking,Analyze Patterns And Relationships.,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane. For example, given the rule ÒAdd 3Ó and the starting number 0, and given the rule ÒAdd 6Ó and the starting number 0, generate terms in the resulting sequences, and observe that the terms in one sequence are twice the corresponding terms in the other sequence. Explain informally why this is so."
5.NBT.1,Number And Operations In Base Ten,Understand The Place Value System.,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left."
5.NBT.2,Number And Operations In Base Ten,Understand The Place Value System.,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote powers of 10."
5.NBT.3,Number And Operations In Base Ten,Understand The Place Value System.,"Read, write, and compare decimals to thousandths."
5.NBT.3.a,Number And Operations In Base Ten,Understand The Place Value System.,"Read and write decimals to thousandths using base-ten numerals, number names, and expanded form, e.g., 347.392 = 3 _ 100 + 4 _ 10 + 7 _ 1 + 3 _ (1/10) + 9 _ (1/100) + 2 _ (1/1000)."
5.NBT.3.b,Number And Operations In Base Ten,Understand The Place Value System.,"Compare two decimals to thousandths based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons."
5.NBT.4,Number And Operations In Base Ten,Understand The Place Value System.,Use place value understanding to round decimals to any place.
5.NBT.5,Number And Operations In Base Ten,Perform Operations With Multi-Digit Whole Numbers And With Decimals To Hundredths.,Fluently multiply multi-digit whole numbers using the standard algorithm.
5.NBT.6,Number And Operations In Base Ten,Perform Operations With Multi-Digit Whole Numbers And With Decimals To Hundredths.,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models."
5.NBT.7,Number And Operations In Base Ten,Perform Operations With Multi-Digit Whole Numbers And With Decimals To Hundredths.,"Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used."
5.NF.1,Number And OperationsÑFractions,Use Equivalent Fractions As A Strategy To Add And Subtract Fractions.,"Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)"
5.NF.2,Number And OperationsÑFractions,Use Equivalent Fractions As A Strategy To Add And Subtract Fractions.,"Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators, e.g., by using visual fraction models or equations to represent the problem. Use benchmark fractions and number sense of fractions"
5.NF.3,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,"Interpret a fraction as division of the numerator by the denominator (a/b = a Ö b). Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers, e.g., by using visual fraction models or equations to represent the problem. For example, interpret 3/4 as the result of dividing 3 by 4, noting that 3/4 multiplied by 4 equals 3, and that when 3 wholes are shared equally among 4 people each person has a share of size 3/4. If 9 people want to share a 50-pound sack of rice equally by weight, how many pounds of rice should each person get? Between what two whole numbers does your answer lie?"
5.NF.4,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.
5.NF.4.a,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,"Interpret the product (a/b) _ q as a parts of a partition of q into b equal parts; equivalently, as the result of a sequence of operations a _ q Ö b. For example, use a visual fraction model to show (2/3) _ 4 = 8/3, and create a story context for this equation. Do the same with (2/3) _ (4/5) = 8/15. (In general, (a/b) _ (c/d) = ac/bd.)"
5.NF.4.b,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,"Find the area of a rectangle with fractional side lengths by tiling it with unit squares of the appropriate unit fraction side lengths, and show that the area is the same as would be found by multiplying the side lengths. Multiply fractional side lengths to find areas of rectangles, and represent fraction products as rectangular areas."
5.NF.5,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,"Interpret multiplication as scaling (resizing), by:"
5.NF.5.a,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,"Comparing the size of a product to the size of one factor on the basis of the size of the other factor, without performing the indicated multiplication."
5.NF.5.b,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,Explaining why multiplying a given number by a fraction greater than 1 results in a product greater than the given number (recognizing multiplication by whole numbers greater than 1 as a familiar case); explaining why multiplying a given number by a fraction less than 1 results in a product smaller than the given number; and relating the principle of fraction equivalence a/b = (n_a)/(n_b) to the effect of multiplying a/b by 1.
5.NF.6,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,"Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem."
5.NF.7,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.1
5.NF.7.a,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,"Interpret division of a unit fraction by a non-zero whole number, and compute such quotients. For example, create a story context for (1/3) Ö 4, and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that (1/3) Ö 4 = 1/12 because (1/12) _ 4 = 1/3."
5.NF.7.b,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,"Interpret division of a whole number by a unit fraction, and compute such quotients. For example, create a story context for 4 Ö (1/5), and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to explain that 4 Ö (1/5) = 20 because 20 _ (1/5) = 4."
5.NF.7.c,Number And OperationsÑFractions,Apply And Extend Previous Understandings Of Multiplication And Division To Multiply And Divide Fractions.,"Solve real world problems involving division of unit fractions by non-zero whole numbers and division of whole numbers by unit fractions, e.g., by using visual fraction models and equations to represent the problem. For example, how much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 1/3-cup servings are in 2 cups of raisins?"
5.MD.1,Measurement And Data,Convert Like Measurement Units Within A Given Measurement System.,"Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems."
5.MD.2,Measurement And Data,Represent And Interpret Data.,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid in identical beakers, find the amount of liquid each beaker would contain if the total amount in all the beakers were redistributed equally."
5.MD.3,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.
5.MD.3.a,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,"A cube with side length 1 unit, called a Òunit cube,Ó is said to have Òone cubic unitÓ of volume, and can be used to measure volume."
5.MD.3.b,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,A solid figure which can be packed without gaps or overlaps using n unit cubes is said to have a volume of n cubic units.
5.MD.4,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,"Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units."
5.MD.5,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.
5.MD.5.a,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,"Find the volume of a right rectangular prism with whole-number side lengths by packing it with unit cubes, and show that the volume is the same as would be found by multiplying the edge lengths, equivalently by multiplying the height by the area of the base. Represent threefold whole-number products as volumes, e.g., to represent the associative property of multiplication."
5.MD.5.b,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,Apply the formulas V=l_w_handV=b_h for rectangular prisms to find volumes of right rectangular prisms with whole- number edge lengths in the context of solving real world and mathematical problems.
5.MD.5.c,Measurement And Data,Geometric Measurement: Understand Concepts Of Volume And Relate Volume To Multiplication And To Addition.,"Recognize volume as additive. Find volumes of solid figures composed of two non-overlapping right rectangular prisms by adding the volumes of the non-overlapping parts, applying this technique to solve real world problems."
5.G.1,Geometry,Graph Points On The Coordinate Plane To Solve Real-World And Mathematical Problems.,"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate)."
5.G.2,Geometry,Graph Points On The Coordinate Plane To Solve Real-World And Mathematical Problems.,"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation."
5.G.3,Geometry,Classify Two-Dimensional Figures Into Categories Based On Their Properties.,"Understand that attributes belonging to a category of two- dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles."
5.G.4,Geometry,Classify Two-Dimensional Figures Into Categories Based On Their Properties.,Classify two-dimensional figures in a hierarchy based on properties.
6.RP.1,Ratios And Proportional Relationships,Understand Ratio Concepts And Use Ratio Reasoning To Solve Problems.,"Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, ÒThe ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.Ó ÒFor every vote candidate A received, candidate C received nearly three votes.Ó"
6.RP.2,Ratios And Proportional Relationships,Understand Ratio Concepts And Use Ratio Reasoning To Solve Problems.,"Understand the concept of a unit rate a/b associated with a ratio a:b with b =_ 0, and use rate language in the context of a ratio relationship. For example, ÒThis recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.Ó ÒWe paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.Ó1"
6.RP.3,Ratios And Proportional Relationships,Understand Ratio Concepts And Use Ratio Reasoning To Solve Problems.,"Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations."
6.RP.3.a,Ratios And Proportional Relationships,Understand Ratio Concepts And Use Ratio Reasoning To Solve Problems.,"Make tables of equivalent ratios relating quantities with whole- number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane. Use tables to compare ratios."
6.RP.3.b,Ratios And Proportional Relationships,Understand Ratio Concepts And Use Ratio Reasoning To Solve Problems.,"Solve unit rate problems including those involving unit pricing and constant speed. For example, if it took 7 hours to mow 4 lawns, then at that rate, how many lawns could be mowed in 35 hours? At what rate were lawns being mowed?"
6.RP.3.c,Ratios And Proportional Relationships,Understand Ratio Concepts And Use Ratio Reasoning To Solve Problems.,"Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent."
6.RP.3.d,Ratios And Proportional Relationships,Understand Ratio Concepts And Use Ratio Reasoning To Solve Problems.,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.
6.NS.1,The Number System,Apply And Extend Previous Understandings Of Multiplication And Division To Divide Fractions By Fractions.,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) Ö (3/4) and use a visual fraction model to show the quotient; use the relationship between multiplication and division to explain that (2/3) Ö (3/4) = 8/9 because 3/4 of 8/9 is 2/3. (In general, (a/b) Ö (c/d) = ad/bc.) How much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 3/4-cup servings are in 2/3 of a cup of yogurt? How wide is a rectangular strip of land with length 3/4 mi and area 1/2 square mi?"
6.NS.2,The Number System,Compute Fluently With Multi-Digit Numbers And Find Common Factors And Multiples.,Fluently divide multi-digit numbers using the standard algorithm.
6.NS.3,The Number System,Compute Fluently With Multi-Digit Numbers And Find Common Factors And Multiples.,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation."
6.NS.4,The Number System,Compute Fluently With Multi-Digit Numbers And Find Common Factors And Multiples.,"Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1Ð100 with a common factor as a multiple of a sum of two whole numbers with no common factor. For example, express 36 + 8 as 4 (9 + 2)."
6.NS.5,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation."
6.NS.6,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.
6.NS.6.a,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., Ð(Ð3) = 3, and that 0 is its own opposite."
6.NS.6.b,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes."
6.NS.6.c,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.
6.NS.7,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,Understand ordering and absolute value of rational numbers.
6.NS.7.a,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,"Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram. For example, interpret Ð3 > Ð7 as a statement that Ð3 is located to the right of Ð7 on a number line oriented from left to right."
6.NS.7.b,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,"Write, interpret, and explain statements of order for rational numbers in real-world contexts. For example, write Ð3 oC > Ð7 oC to express the fact that Ð3 oC is warmer than Ð7 oC."
6.NS.7.c,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,"Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. For example, for an account balance of Ð30 dollars, write |Ð30| = 30 to describe the size of the debt in dollars."
6.NS.7.d,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,"Distinguish comparisons of absolute value from statements about order. For example, recognize that an account balance less than Ð30 dollars represents a debt greater than 30 dollars."
6.NS.8,The Number System,Apply And Extend Previous Understandings Of Numbers To The System Of Rational Numbers.,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.
6.EE.1,Expressions And Equations,Apply And Extend Previous Understandings Of Arithmetic To Algebraic Expressions.,Write and evaluate numerical expressions involving whole-number exponents.
6.EE.2,Expressions And Equations,Apply And Extend Previous Understandings Of Arithmetic To Algebraic Expressions.,"Write, read, and evaluate expressions in which letters stand for numbers."
6.EE.2.a,Expressions And Equations,Apply And Extend Previous Understandings Of Arithmetic To Algebraic Expressions.,"Write expressions that record operations with numbers and with letters standing for numbers. For example, express the calculation ÒSubtract y from 5Ó as 5 Ð y."
6.EE.2.b,Expressions And Equations,Apply And Extend Previous Understandings Of Arithmetic To Algebraic Expressions.,"Identify parts of an expression using mathematical terms (sum, term, product, factor, quotient, coefficient); view one or more parts of an expression as a single entity. For example, describe the expression 2 (8 + 7) as a product of two factors; view (8 + 7) as both a single entity and a sum of two terms."
6.EE.2.c,Expressions And Equations,Apply And Extend Previous Understandings Of Arithmetic To Algebraic Expressions.,"Evaluate expressions at specific values of their variables. Include expressions that arise from formulas used in real-world problems. Perform arithmetic operations, including those involving whole- number exponents, in the conventional order when there are no parentheses to specify a particular order (Order of Operations). For example, use the formulas V = s3 and A = 6 s2 to find the volume and surface area of a cube with sides of length s = 1/2."
6.EE.3,Expressions And Equations,Apply And Extend Previous Understandings Of Arithmetic To Algebraic Expressions.,Apply the properties of operations to generate equivalent expressions.
6.EE.4,Expressions And Equations,"For Example, Apply The Distributive Property To The Expression 3 (2 + X) To Produce The Equivalent Expression 6 + 3X; Apply The Distributive Property To The Expression 24X + 18Y To Produce The Equivalent Expression 6 (4X + 3Y); Apply Properties Of Operations To Y + Y + Y To Produce The Equivalent Expression 3Y.","Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for."
6.EE.5,Expressions And Equations,Reason About And Solve One-Variable Equations And Inequalities.,"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true."
6.EE.6,Expressions And Equations,Reason About And Solve One-Variable Equations And Inequalities.,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set."
6.EE.7,Expressions And Equations,Reason About And Solve One-Variable Equations And Inequalities.,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers."
6.EE.8,Expressions And Equations,Reason About And Solve One-Variable Equations And Inequalities.,Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.
6.EE.9,Expressions And Equations,Represent And Analyze Quantitative Relationships Between Dependent And Independent Variables.,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time."
6.G.1,Geometry,"Solve Real-World And Mathematical Problems Involving Area, Surface Area, And Volume.","Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."
6.G.2,Geometry,"Solve Real-World And Mathematical Problems Involving Area, Surface Area, And Volume.","Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = l w h and V = b h to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems."
6.G.3,Geometry,"Solve Real-World And Mathematical Problems Involving Area, Surface Area, And Volume.",Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.
6.G.4,Geometry,"Solve Real-World And Mathematical Problems Involving Area, Surface Area, And Volume.","Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems."
6.SP.1,Statistics And Probability,Develop Understanding Of Statistical Variability.,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, ÒHow old am I?Ó is not a statistical question, but ÒHow old are the students in my school?Ó is a statistical question because one anticipates variability in studentsÕ ages."
6.SP.2,Statistics And Probability,Develop Understanding Of Statistical Variability.,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape."
